ids	textes	classes
65211	I need help from another WP administrator.	0
60294	Forget the above for a moment. Time out. ;-)	0
147745	"""No, but the article states that a """"ground attack"""" version of an F-16 was cancled.  The reference clearly refers to a """"close air support"""" version of the F-16 and not a """"ground attack version"""", and I changed the article to reflect as such.  The irony is, even though this close air support version was cancled, the F-16 has engaged in close air support (CAS) in every major conflict (for the U.S.) it has flown in, up to and including present day operations in Iraq.  Your definition of ground attack is skewed.  Ground attack can be many things, including CAS, but also things such as interdiction, where high speed can be very much an advantage for a ground attack aircraft, to help avoid defenses.   """	0
158868	|listas = Spicer, David	0
54814	Soman - 'North Indian' is used more or less synomyous for person from the Hindi belt. Kindly give references to this else this would be  an OR. Also Ladakhi people along with punjabis and kashmirs are not part of the hindi belt.   Maquahuitl - Bihar is not on the westernmost area in the Magadhi belt, but the heart of the Magadhi belt.   I would request the editors to give some reference that would justify that North India and Hindi belt are same.  —Preceding unsigned comment added by  (talk • contribs)	0
122920	REDIRECT Talk:Alejandro Pérez (boxer)	0
12573	I bet he knows   Please, please, PLEASE someone tell me that Frank Klepacki acknowledges that today that he has his Wiki article as the main page. Anyone confirm it?	0
27352	which makes the whole thing taste of original research,	0
158162	"""  What, not even your date and month? ) It's fine if not, i'll just say somewhen. ;) Mario """	0
3385	Commonwealth Of Australia   Before you start making false accusations against people you would be best also to check your facts.  My research is not ORIGINAL RESEARCH it is the very essence of the true meaning of the Commonwealth of Australia and provided references to sources within Wikipedia and external locations.  So before you start making accusations (false) CHECK YOUR FACTS !!!   - End of discussion  122.151.69.75	0
51083	"""Talk   You're welcome.      Discussion   I have a suspicion i would like to communicate, but would like to do so without backlash from other users (this sounds much more serious than it is, trust me). Do you have an e-mail or some other form of communication I could use to cantact you?    Replied to your Talk page.      Hey Gogo Dodo   What would be suitable for my AGCorp Page, I do not wish to class it as advertising? It is a description of the company and its history and future plans, this way people can look up about it via Wikipedia?  Please post your response on my discusson page.  Many Thanks,    Replied to your Talk page.      Re:Offer to help out.   Thanks, Gogo Dodo, I'll be sure to ask you if I need help... I agree with you, it does seem like quite a project. Seems like he's jumping in a bit too fast... ''''''  talk    Re:Blanking own Talk page   I thought it was slightly strange that he blanked it one minute after recieving the warning. If he didn't blank so soon, I would have left it. But since he continued blanking so I left it be as I know nothing gets solved that way and giving him a warning for blanking his own talk page would be as disruptive. I think it's time for bed as I'm falling asleep on my keyboard. Thanks for the reminder which made me remember policies which I had somehow forgotten after my recent vacation.  talk   Replied to your Talk page.    A lot of IP adresses and new accounts tend to be like that but instead of reverting their edits, I leave a friendly comment on their talk page. Unfortuntely this doesn't stop them from blanking again as I've just found out. But I guess they just don't what to talk to anyone which kind of defeats the whole purpose of a talk page. Anyway consider the matter off my worrylist D  talk   Replied to your Talk page.    Also clicking a blue link to a users talkpage which is blank is also a big red flag. Or is it blue flag. Anyway, in this case I look through the page's edit history to find warnings. But sometimes there isn't time for searching as the user could be vandalising at a fairly fast pace, so a warning(depending on the vandalism extent) will be placed on the talk page.  talk    Brandon Peay Do not delete my hard work.  —Preceding unsigned comment added by  (talk • contribs) 19:33, August 24, 2007 (UTC)    4RR Mistake?   Someone is continually placing information about a Manaphy event at List of Pokémon (481-493). I reverted until I was wondering if removing gameplay information repeatedly posted, violates 3RR or not. I would think it would fall under inappropriate content. Does it? >.> -[[User:WarthogDemon|Wart"	0
123362	What have we narrowed our debate topic to?   What topic are we choosing? We need a specific topic...	0
100321	Energy certificates  It is assumed there is some reason why users continually refer to energy credit while it has been pointed out that this is a misnomer in regard to Technocracy ideas.  Energy Accounting is a hypothetical system of distribution, which would record the Energy used to produce and distribute goods and services consumed by citizens in a Technate. The units of this accounting system would be known as Energy CertificatesThese would replace money in a Technate, but unlike traditional money or currencies, energy certificates could not be saved or earned, only distributed evenly among a populace. The amount of certificates given to each citizen would be calculated by determining the total productive capacity of the technate and dividing it equally. The Energy Certificates themselves would probably not have to be physically used by the populace, as the system would be computerised. In energy accounting the Technate would use information of Natural resources, industrial capacity and citizen’s purchasing habits to determine how much of any good or service was being consumed by the populace, so that it could match production with consumption.  The reason for the use of Energy Accounting serves to ensure the highest possible standard of living as well as equality among the Technate’s citizenry, as well as prohibit spending that is beyond the productive capacity of the technocracy.Energy Accounting An article on Energy Accounting as proposed by Technocracy Inc. Technocrats point out that energy accounting is not rationing; it is a way to distribute an abundance and track demand. Everyone would receive an equal, abundant (i.e. far more than they need), amount of energy certificates. Technocrats predict that at today's rates of energy conversion, no person will rationally be able to spend all their energy certificates.	0
80485	, and my subsequent post was specifically in response to that. The request by Erikeltic for this block is simply an attempt to stifle any and all dissenting opinions.	0
27208	""" I have no doubt that Putin has the biggest part as a commander in this war, but we really have to have more Russian commanders there than just Putin. Com'on, you must have to agree on that? This war is bigger than you think, with similar casualty numbers as the war in afghanistan. To just have """"Putin"""" listed underneath commanders is extremely simple. Don't we all want to create a well-worked out and detailed page? -   """	0
136152	I need your help   I need your help on the Hazara people article. The article was nominated for good article status and it is very close to passing, but the reviewer has placed its passing on hold because first he wants  some changes. He has listed the changes he wants on the talk page of the article. Please review them and fix the things that he requested. I would do it but I don't have time right now. We have 7 days to make these improvements listed. Thanks.	0
76856	and are willing to release the images under such a free license	0
85787	I suggest you to read my comment to the other section, below.  hey, yo! -)	0
108759	|decline=Seems to be a prior history at Wikipedia:Suspected sock puppets/Tom Sayle. — ''''''  }}	0
99923	As for undue weight, the current article obviously has a lot of WP:UNDUE issues by medicalizing a general term.	0
115921	I'll deal with it. If you run into anymore, please tell me. Good work at Commons.	0
146814	Yeah, it probably does hold the OS. I think the general consensus is that it is also for buffering video. I put in the article that it was for caching, but maybe we should change that. Or we could just take the part out all together.	0
485	"""   ARTPOP (2012 album)   Hello, thank you for all your contributions! I make this message in good-faith. Please do not make hidden comments like this stating that an editor will be blocked if they remove a redirect. I am in no position to be asking this but I am saying this as it could turnaway new contributors (who aren't aware of the rules) feeling they have been bitten. In this case, I think a kind [user] talk page message would be more appropriate and effective. Also, you edit was reverted so I reverted it back to your version but also removed the block warning as it is not appropriate (no admin will/should block just because a user removed a redirect, specially if that hidden message was their only warning.) Feel free to correct me if wrong.Again, I write this in good faith. )  Cheers,  Huntley """	0
45653	You have been  blocked from editing for vandalism of Wikipedia. The block is for a period of 48 hours. If you wish to make useful contributions, you are welcome to come back after the block expires.	0
87746	Perhaps someone would like to incorporate the following: http://www.ynetnews.com/articles/0,7340,L-3389481,00.html	0
111649	So I see.   None of his fiction & poetry is in worldcat, but that doesnt mean much for an Urdu writer. Just conceivably he's actually notable, but at this point I'd suggest an AfD on him and his own works, after which the inevitable re-creations could be G4'd. ''''''	0
52886	Writer's Digest Columnist   J. Michael Straczynski was a long running columnist for Writer's Digest magazine.  I can't remember the name of his column or how many years he wrote the column tho.	0
76813	"""OK, let's discuss it, but not all at once.  We can assure you that the GLDF couldn't care less about the UGLE.  In fact they are not at all friendly towards the UGLE and nor id the GOdF.  Isepak from first hand knowledge and experience.  Do you think for one moment that the GLdF would be in amity with the Grand Lodge of All England if this was a concern for them?  Why should the opinions of one member of one minor Grand Lodge, The Grand Lodge of New York, prevail on Wikipedia to the exclusion of all others?  You and they are not the arbiters of Masonic regularity, and never will be.  Nor will the UGLE.    Surely you know that difference between Masonic """"recognition"""" and Masonic """"regularity""""?  I have not expressed a point of view at all.  All I have done is correct your false statement that we were """"started by a small group of """"disaffected"""" ex-UGLE Masons"""" which is simply not true.  Neither is it true that any of our members were former members of the RGLE.  Absolkutely NOT true at all.  What more can I say?  if you will stop being offensive to us and to the GLdF we can work together to put into place a proper history which incidentally excludes our lodge in Paris c.1718.  Tgis can be done excluding opinion but including historical evidence and fact.  That is my offer to you.  Peter Clatworthy.  """	0
49824	"""; Hypnosadist agreed with the usage of Jewish Encyclopedia """"usless contradicted by modern peer reviewed journal"""" and also Itsmejudith concured with me."""	0
132894	There have been no recent discussions or consensus for this change.  The change you made has been a very contentious issue for some years now.  The article is currently the subject of arbitration. Editors' attention is elsewhere. Editor remedies may affect future discussions and consensus.  I mentioned and supported my concerns as stated above, earlier today.	0
92509	October 2007   Please stop. If you continue to add promotional material to Wikipedia, you will be blocked from editing.	0
16557	I can possibly see this information being added under the Reception section which someone will probably make as the game comes closer to being released.	0
121195	Skinhead stuff   Hi, Shem Ari! I'm a bit new to EnWiki, though worked a bit in RuWiki on ska/skinhead-related articles (they are still awful )= ). I want to use my free time to improve articles skinhead and trojan skinheads to make them at least Good or B-class or something (=. So, if you want to discuss it with me, go on (=.	0
11511	Sir the information here is not appropriate.There are issues in this page and some false information in the article.I have 4-5 sources in which the information is same and authentic. Reply me soon i will help you to improve this article.	0
84902	""" Many newspapers host a blog site.  The blog site is where unverified information can be posted, and normally does not even have any moderator control to orevent cruft, hoax, exaggerated, or blatently false information from being printed there.  Blogs are not allowed as sources on wikipedia for this reason.  Even if the blogger's ientity is known, and we have reason to think they have an important truth to tell.  The participants in the discussion who recommended deletion were all in agreement that the article lacked verifiable reliable sources to establish the notability of the subject. ''''''  talk ¤  """	0
137866	Personal Attacks  Please refrain from making personal attacks on other editors as you did here: http://en.wikipedia.org/wiki/Talk:Star_Wars:_The_Force_Unleashed_(video_game) Your bickering is not constructive to the Wikipedia project. Also, it should be pointed out to you, that the word 'knew', is the past tense of the word 'know'. When something is fresh, innovative, novel, original and the opposite of old, it is 'new', not 'knew'.	0
80603	Is it really that serious? alright, all you have to do is add your update to both versions of the article.  so that no matter what, you contributions will be there.  150.210.226.2	0
98586	Discussion requires both parties to explain their actions. Pages are not owned by individuals or groups of friends to stifle dissent, which seems to be the real problem. I have explained my edits a number of times, though no explanation was offered on the content itself by the reverter. Reverting an explained restoration of content is edit warring, and bringing others in to circumvent WP:3RR is not WP:Good Faith or proper behavior. Those who find it hard to work with others should remember that it takes two hands to clap. Anything else need not be said on my talk, which is a personal space, but on the article talk.	0
28426	You TRULY ARE trying to hide this information. You really don't want anyone to know the truth, do you?	0
34195	since you were the only registered user supporting Version 1???? wow after this so called poll being open for less an hour where it is now night time in Europe. You love your spin. Funny thing is under the wording of the picture in Version 1, it is your own words.  Also Kogan is not well known as the likes of Hitler and Stalin.  When one regards the number of his victims, he surely deserves to be placed in their company as among the worst mass-murderers in history But anyways... enjoy your bias poll, it is a pity I lack your communist propaganda writing style	0
43753	I could take it to ANI but I choose not to. You have the choice to take it ANI but I think on balance I have been fair in laying out the facts as I see them. I am prepared to repeat them at ANI if needs be but I doubt that this is necessary. There is a prima facie case for an unusual connection between you guys and I think it would be least harmful all round if you just let it be and stand aside to let other editors with no connection to editing articles on extremist political subjects to make their own comments.	0
116510	"""   Unblock   To any reviewing admins, please review my block log.  Tip accidently blocked me while trying to block a stalker of mine.— dαlus Contribs """	0
95561	I was inquring only to the specific document being linked to.	0
147780	""" I was busy with Trichy all these days. I have a special interest towards the film and will be glad to help you out! —  (Ping me)  """	0
85657	"""  Welcome  Hello and welcome to Wikipedia!  We appreciate encyclopedic contributions, but some of your recent edits do not conform to our policies.  For more information on this, see Wikipedia's policies on vandalism and limits on acceptable additions. If you'd like to experiment with the wiki's syntax, please do so on Wikipedia:Sandbox rather than in articles.  If you still have questions, there is a new contributor's help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly.  You may also find the following pages useful for a general introduction to Wikipedia. The five pillars of Wikipedia How to edit a page Help pages Tutorial Article wizard Policy on neutral point of view I hope you enjoy editing Wikipedia!  Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of  if you want to get in touch with me. Again, welcome!  /Talk/Contribs """	0
84479	""" Well one of the """"biggest taboo"""" ie -eating meat of cows happened in vedic times, as is substantiated by historic texts and references to feasts in ancient texts - (however one professor was beaten for publishing a book with proof on this by Bajrang Dal activists). The other taboo is not really taboo for all Hindu's. In a very small minority no doubt but there are sects / tribes that are Hindu and bury their dead. So these taboos do not """"prove"""" either point of view.  """	0
78283	Google earth puts Aigun about 3 km upstream of Heihe. There don't seem to be any towns 30km away.	0
19391	IM GOING TO DESTROY YOUR POWERS IN WIKIPEDIA. THIS IS NOT A THREAT.	0
130223	August 2008  Please stop adding inappropriate external links to Wikipedia. It is considered spamming and Wikipedia is not a vehicle for advertising or promotion. Since Wikipedia uses nofollow tags, additions of links to Wikipedia will not alter search engine rankings. If you continue spamming, you will be blocked from editing Wikipedia.	0
117823	Is this better?   Talk:List of CAD programs.	0
20897	Hi Scorpion,. I'm a bit aggravated as I provided a valid source from Canada's Walk of Fame saying that Ryan Reynolds will not be inducted on October 1, 2011 like it states in your edit. The way that you put is that we should ignore the source and just merge the columns on  the night of October 1, but according to sources, Reynolds will be unable to attend and he will be inducted at a later date, and will not be featured on the televised gala. It states that he will be inducted at a later date whether it be 2011 or 2012. (We don't know the specifics) If you merge the two columns on October 1, you are providing an untruth with regards as not all announced 2011 inductees will be inducted on the same day.  WWe should keep Ryan Reynolds seperate from the other inductees until we know for sure when he will be able to get his star.  I'm sorry to get angry at you, but I think I am within the right to add this edit on to the page because I provided a valid source from the official commitee that says that one person's involvement has been postponed, and all that you are doing is reverting my edits, trying to sweep this fact under the carpet. As you said in your previous edit, why should it matter if the two columns will be merged in a month? Well, I thought Wikipedia was based on facts and sources, which I thought I had provided and you are selectfully omitting certain details thus allowing some inconsistencies in the article itself. You are the one that will be merging the two columns, and I don't think it would be fair and truthful to just merge Ryan Reynolds along with the other 2011 inductees into the main grid, if we still do not know when he will get inducted. That's what's getting me upset at your ways at handling the page. I did nothing wrong, just provided a valid source and I truly believe that tthere should be some sort of indication on the page at least that Ryan Reynold could not attend on October 1 due toi a scheduling conflict until we know of what will happen with Ryan Reynolds and Canada's walk of Fame.  Feel free to answer me on the talk page or my talk page. Thank you.70.53.223.76  samusek2	0
68631	REDIRECT Talk:Timeline of 10th-century Muslim history	0
14655	Protection discussion.   Does anyone have the least bit of justification for changing the current version?	0
57149	"""  Quadell's Sham Nomination Thank you for having the balls to stand up to Quadell and tell him """"No!, we don't want convicted sex offenders to have bureaucrat powers!"""" Keep up the great work!"""	0
127160	Is there any consensus with this or is this simply Paul's idea to kill the article?	0
41746	Do you have a name, it helps me remember viewpoints better if I can connect them to a name.	0
83269	"""Along with the evident commitment of Wikipedians, I also found Wikipedia's numerous policies, guidelines and normative behaviors intimidating to me as a newcomer. Kraut and Resnick noted that techniques for encouraging voluntary compliance, such as explicitly stating and prominently displaying guidelines, tend to be more effective with """"insiders who care about the community’s health and their own standings within the community."""" They identified four factors which increase voluntary compliance: “commitment to the community, legitimacy of norms, the ability to save face, and expectations about rewards for compliance or sanctions for noncompliance.""""  With an underdeveloped sense of commitment to the community, a lack of comprehension regarding the strong community norms, and an expectation of sanctions for noncompliance, I was less likely to be bold, or participate, in the community unless directed to do so. The most paralyzing of these factors was the """"high probability that norm violations [would] be detected"""" ensured by Wikipedia's """"anyone can edit"""" community design.   """	0
78108	Young man, I don't know what you would like me to give up?  Did the Vietnamese give up?  Did the French?  Have the Iraqis?  The truth, son- the truth will ALWAYS win.	0
124034	Question:   What type of undies do you wear?  love ya long time!	0
113706	Most orthodox Jews do not want to be associated with conservative and reformed Jews with regards to theology. Shouldn't there be a link going to the Orthodox Judaism page in the very beginning that people can easily identify without going to the bottom of the page?	0
156885	polar bears are completely purple and have scales.`	0
134450	It's not as common as most nicknames for parks, but it is used by Sports Illustrated.	0
89037	"""   But that British Isles = British equation is precisely the only conclusion to this article. If I live in Derry, I am a Derryman, if I live in Ireland, I am Irish, in Europe, I am European. If people accept the insistence of British nationalists that Ireland is in an entity they are calling the """"British Isles"""" the only logical conclusion is that I am """"British"""". That's not going to happen. It is illogical to say I am not British if you say I am in the entity you are naming the """"British Isles"""". PS I accept the 'Beyond the Pale"""" comment with the greatest pride, and would believe my """"Get your grubby hands off my country's name"""" attitude to this article is part of the finest historical tradition of all, a tradition from the glens of Wicklow in 1580 to Cath Chéim an Fhia in 1822 to the Bogside in 1969 which I am speechless with pride about. The British will never take my Irishness and impose the shame of their name on me. 86.42.90.145  """	0
98886	Andy, there's no point in adding a Thank You, apart from you, me and Slazenger, nobody who visits the talk page knows what you're talking about, since it's in a foreign language and it's not relevant to the article. I sympathise with you but you need to find a more appropriate venue, such as a classical music forum or a Facebook page, where the other readers are as interested in the subject as you are. It's worth noting that this page only sees one visitor every 2 days.	0
73313	Agrred, but I would keep a good eye on RedAnt though. 91.184.0.80	0
4391	"""   Meaning of """"Fitnah""""   The meaning of the word Fitnah, as claimed by Scholar Ibn Kathir in his tafsir, is """"Shirk"""".  and also Muhsin Khan clarifies, """"And fight them until there is no more Fitnah (disbelief and worshipping of others along with Allah) and (all and every kind of) worship is for Allah (Alone). But if they cease, let there be no transgression except against Az-Zalimun (the polytheists, and wrong-doers, etc.) (Sura 2:193)ref""""  Source: tafsir Ibn kathir (verse 2:193)"""	0
14983	You can be mother... I must confess to not knowing how to do it. <8-(	0
126871	45, 19 February 2013 (UTC) Agree on the 1st source. However, having a paywall is not an issue as far as the reliability of the source is concerned.  No comment as to the appropriateness or not of this particular edit or source. Wikipedia:Verifiability#Access_to_sources   19	0
122538	lol u get no satisfaction	0
126127	about Antlantic Records vandal thingy, decline for unblock   yeah stupid, I wanted to see if it looked exactly as it did on the music video, and i accidentally saved	0
156742	You seem not to understand the logic here.  Try to focus, or try not to focus, whatever works for someone with your peculiar situation.  The SOURCE was DCRTV.com and the information was that DC101 had REPORTED something.  The source was reliable (and implicitly accepted as such by you) and the REPORT of DC 101's report was, moreover, true.  This is entirely in accord with Wikipedia's rather Stalinesque guidelines on secondary sources, which MOST EMPHATICALLY DO NOT require that what the source reports be true, although in this case it was: DC 101 reported that the Greaseman was dead.  By the way, as you know, your ears constitute original research and therefore mean precisely DICK.  I'm right, you're wrong, give up and go feed your cats or whatever it is you do.	0
40627	Merge the maps   can someone please merge this with this ? In Brazil, the areas which are shown in the first map has little german influence compared to those who are missing from the second, which is where most of the de-BR people live	0
63056	Stick one of these  at the top of the page.  There's a fabulous range to choose from, but the nonsense one is the appropriate one for articles like that. -	0
119269	Yes, now I see that it is correct. I played with MACD in Excel, and it's obvious that at constant trend, MACD constant is not zero, but is defined by the trend slope. Thanks for explanation.	0
10648	""" HE""""S A FRIENDLY AN OLD HIGH SCHOOL CHUM. I NEED MY WIKI. FRITZ DO SOMETHING YOU HAVE THE POWER.  This isnt going to look good on my resume.  """	0
145351	""" It is not only the grammar. The whole article is a mess. I dont know how they creat articles in wikipedia. Probably using some cut and paste. What do you expect from a source where everybody can make any edits. Try to read the article """"central caspian dictatorship"""". You will never understand who was fighting with whom, who was behind whom, who attacked whom and why. But they are very politically correct in wikipedia. For example when they say Armenians massacred Azeris during the central caspian dictatorship then they will also mentioned that Azeris killed Armenians back after recapturing Baku. If you edit any incorrect facts you will be reverted immediately by Grandmaster and Khoikhoi. I dont know whats going on with the whole part of Armenian Azerbaijani history but I know one thing Khoikhoi and Grandmaster are here to cite what they want, correct and edit whom they want, revert anything they want."""	0
16920	"""  You, future accounts, and socks have been banned from wikipedia per [].  —  • Talk •  """	0
40083	Welcome  Hello and welcome to Wikipedia.  We appreciate encyclopedic contributions, but some of your recent contributions seem to be advertising or for promotional purposes.  Wikipedia does not allow advertising in articles.  For more information on this, see Policy on neutral point of view Guideline on spam Guideline on external links Guideline on conflict of interest If you still have questions, there is a new contributor's help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly.  You may also find the following pages useful for a general introduction to Wikipedia. The five pillars of Wikipedia How to edit a page Help pages Tutorial How to write a great article Manual of Style I hope you enjoy editing Wikipedia!  Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of my talk page if you want to get in touch with me. Again, welcome!	0
3636	It seems there are some people very biased that add traits or making claims without citations. I deleted almost anything that does not have citations as it is obviously just biased opinion and not astrogical facts. Some people must stop acting immature and behaving like arrogant little pricks concerning the zodiac...  PS: I am a Greek and i know a lot concerning Greek culture and the Zodiac. I can not permit lies and twists about something that was created from my Ancestors...	0
15568	From the inside Where's the album in english by Laura Pausini?	0
70990	""" Global warming Hey Ross, I reverted your edit which added Global Warming to List of Hoaxes. As I said in my edit summary, Global Warming is a fact. Some of the evidence used to support GW may have been hoaxed, but Global Warming  remains a fact. If you disagree, you would need to delete our Global Warming article, the first sentence of which reads """"Global warming is the increase in the average temperature of Earth's near-surface air and oceans since the mid-20th century and its projected continuation. """".   """	0
144379	Uncle douggie sound like a shirt lifter to me	0
61219	REDIRECT Talk:Sure (Every Little Thing song)	0
138610	Merge from Bert Bell This does not really affect this article except it adds history with citations. If history of how and when the blue laws were deprecated are not desired, then please say so. 66.234.33.8	0
7	Your vandalism to the Matt Shirvington article has been reverted.  Please don't do it again, or you will be banned.	0
12265	"""  Copyvio  Please do not replace existing free images with copyrighted images.  Thanks.     Additionally, please do not use blatantly false licenses on the images you upload.  Copyright violations are considered very serious.  Thanks.     Image copyright problem with Image:Bert mcCraken.jpg Thanks for uploading Image:Bert mcCraken.jpg. However, the image may soon be deleted unless we can determine the copyright holder and copyright status. The Wikimedia Foundation is very careful about the images included in Wikipedia because of copyright law (see Wikipedia's Copyright policy).  The copyright holder is usually the creator, the creator's employer, or the last person who was transferred ownership rights. Copyright information on images is signified using copyright templates. The three basic license types on Wikipedia are open content, public domain, and fair use. Find the appropriate template in Wikipedia:Image copyright tags and place it on the image page like this: {{TemplateName}}. If you have not already done so, please also include the source of the image. In many cases this will be the website where you found it.  Please specify the copyright information and source on any other images you have uploaded or will upload. Remember that images without this important information can be deleted by an administrator. If you have any questions, feel free to contact me, or ask them at the Media copyright questions page. Thank you.    Orphaned fair use image (Image:Mylovepic1.JPG) Thanks for uploading Image:Mylovepic1.JPG. I notice the 'image' page currently specifies that the image is unlicensed for use on Wikipedia and may only be used on Wikipedia under a claim of fair use. However, the image is currently orphaned, meaning that it is not used in any articles on Wikipedia. If the image was previously in an article, please go to the article and see why it was removed. You may add it back if you think that that will be useful.   If you have uploaded other unlicensed media, please check whether they're used in any articles or not. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any fair use images not used in any articles will be deleted after seven days, as described on criteria for speedy deletion. Thank you.    Image copyright problem with Image:Justinsexybackmakingthevideocap1.JPG Thanks for uploading Image:Justinsexybackmakingthevideocap1.JPG. However, the image may soon be deleted unless we can determine the copyright holder and copyright status. The Wikimedia Foundation is very careful about the images included in Wikipedia because of copyright law (see Wikipedia's Copyright policy).  The copyright holder is usually the creator, the creator's employer, or the last person who was transferred ownership rights. Copyright information on images is signified using copyright templates. The three basic license types on Wikipedia are open content, public domain, and fair use. Find the appropriate template in Wikipedia:Image copyright tags and place it on the image page like this: {{TemplateName}}. If you have not already done so, please also include the source of the image. In many cases this will be the website where you found it.  Please specify the copyright information and source on any other images you have uploaded or will upload. Remember that images without this important information can be deleted by an administrator. If you have any questions, feel free to contact me, or ask them at the Media copyright questions page. Thank you.    Blocked  You have been blocked for 24 hours for your continued violation of Wikipedia image copyright and fair-use requirements.     You have been blocked for 48 hours.  Your first action back from your previous block was to blatantly violate Wikipedia's image copyright and fair-use policies once again.  If you are caught doing this again, your next block will be for substantially longer.  Please r"	0
94233	Thank You!   I read what utold Onyx 0 and although I doubt I really have the potential to become an admin or a potent vandal buster, your words are much appreciated.	0
70720	The letter says search keys if you do NOT put in the correct SS# or DOB combination. Your search is then subjective.	0
133693	will u be REVERTING the pages I edited to the changes I made like mother, father, relationships (Sean Donely!!!!!? I happen to know A LOT about GH.	0
134213	Hi - Laguna icon Please check my edit on this, since, the official Supreme Court of the Philippines published this forthwith. Since you are a close relative of Arturo D. Brion, please be informed, as I will also inform our Filipino editors in Tambayan, that the entire judiciary will be at half mast to mourn Judge Edon Brion's demise amid necrological services, being the main feature and the November 22, 2008, burial near your barrio, in San Pablo City. As you had known, I sat beside Arturo D. Brion's wife, my seat and classmate Antonietta from 1978-1982, Ateneo Law School. And I accepted God's will for me as closed Catholic amid my strong faith when I predicted the Supreme Court appointment of Brion as the Benjamin of the Court, way back on 2003 when I can't forget the pansit canton the spouses served me in Pandacan, Manila, so memorable. And Arturo D. Brion, signed the final Court resolution which put the final nail to my judicial career's coffin on June 3, 2008, exactly 25 years from June 3, 1983, when LUIS, Armand and Angel, holy angels of God first faced destiny and me-my brother Robert. Judge and Justice Brion are our icon. I had continuously prayed Psalm 109 as you noted in your email to me. Peace of Christ! Even if you resigned as adopter, still, as you promised, you will help me edit, etc. So if you know any other links to improve this article, please message me to improve it.	0
145795	""" Done, except with the Willard Mullin cartoon, I can't find it anywhere.     (Talk) """	0
141119	"""  And you did that in 8 lines !!! Anyway, """"reference to historical name"""" part contains OR. Also Muş, or Moush has been the name of the city for a long time, I realy don't think the warning was about the usage of historical name. At least the source does not explicitly state that. Anyway, the lead is not the right place for this. Create a history section. TC """	0
97876	"""   I'm *begging* you...   ...PLEASE stop following me around and making needless edits, just to prove you can. Please. (I'd also tell you the standard """"get a life"""", but I recognize that some things simply aren't possible.)   """	0
52973	Hmm.. it is a kind of private info on him but I attached the links to RFCU page for speedy. I think I should redact my edit at RFCU.	0
111918	Just move it on my userpage then.	0
129321	""", 18 June 2012 (UTC) Even his Wiki article says """"allegedly"""", so I sure won't take that at face value.   12:15"""	0
79466	"""  Changed to """"was a Polish astronomer and the first person..."""" for better flow.   """	0
107220	Hey guys, I didn't login to Wikipedia for a while. It appears my memory was faulty, I really did think references, then see also, then external links.  However, Srleffler mentions the right source for layout information, and I will follow that.  I will track down all the changes i made and revert to WP:LAYOUT.  Cheers, and thanks for your feedback, Dicklyon.  —	0
49985	""" Go on, just be careful not to start a edit war lol talk """	0
66641	Laz, please do not put your garbage on my talk pages. Everything what was to be said is on those discussion pages. I think that should be quite enough. And again to repeat that those maps are good. If you have some valid and verified source which would show otherways they can be easily changed. But we went through all of this, and I'm not going to get into more circles with you. Your fraud stories take to someone else ) Isn't that simple enough?  (razgovor)  Hey, do not delete what is posted. It is not garbage. You yourself admitted that your first map had mistakes, and then fixed it up by producing a second. Yet you keep the first one in wikipedia. How is that not a contradiction?! You then delete my post here, which I bring back now, and attack me. You're the guilty one here. I'll show you a source - compare the two or three versions that you have. They are very different. The least that you can do is delete the one that is more incorrect!  (  ).	0
63191	"""  There's absolutely no rush. Actually, I have been moving, too. I hope that you have fun at the wedding, and that your move is uneventful! «  (talk)"""	0
141431	Rollback power   Hello.  I noticed you seen my comment on the admin notice board and I was wondering do you know how long it may take before I get accepted or rejected for roll back power. I've been watching the recent changes page and have seen some cases of vandalism which I am keen to undo.  Thanks	0
114467	"""   Commons   You've got a message there, BTW. Happy editing! Agüeybaná """	0
26222	Dang. It's such funny stuff, and I've got a wheelbarrow-full more I wanted to add. Still, you're probably right, I'll take that out. -)    Talk	0
145062	"""  But there's something I really don't understand here - doesn't the notability have to be established in the article? This whole """"come on, we all know it's Google etc."""" argument, in meta-discussions not backed up in the article, make me genuinely uneasy. I had to bully the most vocal opponenet of Go!, and proponent of Go, into actually lowering himself to making positive contributions to the Go article, instead of throwing him weight around outside it. There's something very wrong with this when it leaves an article on the site that indefinitely fails to justify its own inclusion when I'm working hard, challenge after challenge, to defend a language I honestly believe is of note.   """	0
111462	""" Oh, certainly. """"Correct but not civil"""" just causes problems. :==( o ) """	0
34653	Image requested|artists and entertainers|people of	0
62399	"""  C'mon , don't capitulate just yet! It's all about quality  we need a good fight to establish that! Your challenges are well taken... Check the last entry at the bottom of the page from  there's a refernec to a book on """"Arab Christians""""  obviously Wikipedia is not yet complete... but we can get there. I am sure someone will provide you with a quote from an Ottoman text using the term """"Cradle of Humanity""""... Just give it some time...  00:16, 05 Feb 2004, (EST)  """	0
